person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25,69500,3,7.0,3,2,7000,10.78,0,0.1,1,3
44,38400,0,4.0,2,0,6825,8.9,0,0.18,0,11
25,66420,0,1.0,1,1,4000,12.18,0,0.06,0,2
25,42000,3,1.0,0,1,6000,10.99,0,0.14,0,2
23,15204,0,7.0,4,0,2800,8.49,1,0.18,0,3
31,47000,3,5.0,1,1,10000,11.99,0,0.21,0,8
33,44000,0,2.0,1,2,7000,12.99,1,0.16,1,8
28,37090,3,2.0,0,1,3000,11.12,0,0.08,0,5
38,42552,3,3.0,4,2,8400,13.49,0,0.2,0,14
26,45000,0,10.0,2,0,8000,6.99,0,0.18,0,2
23,32000,3,7.0,5,2,10000,13.11,1,0.31,1,4
28,75000,3,0.0,1,0,12000,6.03,0,0.16,0,6
58,85000,0,0.0,4,1,8000,11.49,0,0.09,0,28
22,72000,3,3.0,1,0,1000,7.88,0,0.01,0,3
22,54000,3,2.0,3,3,7000,14.96,1,0.13,1,2
27,40752,3,6.0,3,2,5000,13.49,0,0.12,0,8
25,57700,0,9.0,2,0,9000,10.99,0,0.16,0,3
35,36000,0,4.0,1,1,16000,10.99,1,0.44,0,8
37,71000,0,11.0,0,1,11200,12.42,0,0.16,0,11
29,83000,0,13.0,0,0,7500,8.9,0,0.09,0,6
35,132000,0,14.0,4,0,22000,6.54,0,0.17,0,5
22,41820,0,4.0,4,0,2500,6.91,0,0.06,0,3
27,30000,3,3.0,3,3,10000,17.58,1,0.33,0,6
24,150000,0,3.0,3,2,15000,10.99,0,0.1,0,2
24,100000,0,1.0,5,0,5000,10.99,0,0.05,0,3
27,29238,3,8.0,2,2,10000,12.99,1,0.34,0,6
23,85000,0,3.0,1,0,7200,6.92,0,0.08,0,4
33,65000,3,1.0,1,1,4700,9.45,0,0.07,0,7
28,90000,3,5.0,0,2,7000,12.87,0,0.08,1,10
21,42000,2,5.0,3,1,8000,9.99,0,0.19,0,4
22,73000,0,6.0,1,1,7000,10.59,0,0.1,0,2
41,115000,0,2.0,4,3,20000,14.61,0,0.17,0,11
26,46000,0,8.0,0,1,7000,9.99,1,0.15,0,4
23,103000,0,7.0,0,1,21850,10.0,0,0.21,0,3
26,50026,3,3.0,4,0,7000,10.99,0,0.14,0,4
23,81000,0,0.0,0,1,16000,11.99,1,0.2,0,3
24,50000,3,8.0,3,1,5000,9.25,0,0.1,0,3
23,75576,3,7.0,1,1,18000,9.88,0,0.24,0,3
23,108000,3,7.0,0,1,10000,10.99,1,0.09,0,3
22,105500,3,6.0,1,1,6000,11.99,0,0.06,0,4
30,39996,0,8.0,3,2,10000,12.73,0,0.25,0,6
27,32000,3,11.0,1,2,6000,14.27,0,0.19,0,8
29,60096,0,3.0,1,0,3000,7.66,0,0.05,0,10
36,62000,3,5.0,0,0,9600,9.32,0,0.15,0,11
23,36000,3,7.0,4,1,12250,10.99,1,0.34,0,3
25,72000,0,2.0,3,0,5000,6.03,0,0.07,0,3
26,63000,3,2.0,5,1,8000,12.53,0,0.13,0,2
23,52000,2,1.0,4,1,10000,11.14,0,0.19,0,2
24,75000,0,4.0,0,2,11200,13.99,0,0.15,1,4
30,105000,0,5.0,1,1,20000,11.83,0,0.19,0,5
23,72000,0,5.0,4,0,8700,6.76,0,0.12,0,4
26,25000,2,0.0,5,2,7400,10.99,0,0.3,0,2
25,49000,0,8.0,3,1,18200,11.99,1,0.37,0,4
22,49032,0,6.0,1,1,2400,11.86,0,0.05,0,2
27,128000,3,11.0,0,3,24250,14.59,1,0.19,0,10
27,65000,3,2.0,2,0,4000,5.99,0,0.06,0,5
23,65000,3,2.0,1,0,28000,7.9,1,0.43,0,2
26,69780,3,3.0,4,0,6000,9.32,0,0.09,0,3
27,54792,3,4.0,1,2,5000,13.48,0,0.09,0,5
21,38500,0,5.0,4,0,6500,7.51,0,0.17,0,3
31,120600,3,5.0,5,2,10000,13.49,1,0.08,0,5
32,78000,0,5.0,0,0,5400,7.88,0,0.07,0,6
31,49000,3,6.0,3,0,5600,6.03,0,0.11,0,6
33,43000,3,1.0,1,2,9150,13.16,0,0.21,1,10
26,80000,0,10.0,1,3,15000,16.07,0,0.19,0,2
22,20000,0,0.0,4,1,16600,9.76,0,0.83,0,3
25,95111,0,9.0,4,2,18000,14.72,0,0.19,0,4
21,65000,0,5.0,1,0,10000,6.03,0,0.15,0,3
33,50000,3,0.0,5,2,12000,13.49,0,0.24,0,7
36,48000,3,2.0,3,2,20000,13.61,1,0.42,0,14
27,37793,3,11.0,5,1,17625,12.69,1,0.47,0,7
36,45000,3,0.0,3,2,19750,13.35,1,0.44,0,14
29,65000,3,4.0,1,3,15000,16.0,0,0.23,0,8
25,80000,0,5.0,1,1,25000,10.36,0,0.31,0,3
22,36000,0,0.0,4,0,2000,10.99,0,0.06,0,4
43,43000,0,5.0,3,1,15000,8.88,0,0.35,0,12
23,36000,0,7.0,0,1,6400,11.49,0,0.18,0,3
24,36996,0,7.0,4,3,7800,10.99,0,0.21,1,3
27,55000,0,0.0,0,0,11000,5.42,0,0.2,0,9
23,73000,3,2.0,5,1,3000,12.18,0,0.04,0,3
31,70000,3,4.0,1,0,5500,7.68,0,0.08,0,10
25,60000,0,10.0,5,3,10000,16.77,0,0.17,0,3
34,90000,0,3.0,3,2,7500,15.23,0,0.08,1,8
32,60000,0,11.0,1,1,15000,11.86,0,0.25,0,6
25,80000,0,5.0,5,0,12000,5.99,0,0.15,0,2
28,31000,3,3.0,4,3,6000,15.33,0,0.19,0,9
23,38000,3,7.0,4,1,12000,11.71,1,0.32,0,2
25,74000,0,9.0,1,0,18000,7.9,1,0.24,0,2
22,30000,3,3.0,3,2,3500,13.92,0,0.12,0,4
22,27600,3,3.0,3,0,4000,5.42,0,0.14,0,4
26,46000,3,0.0,0,1,2400,9.91,0,0.05,0,4
40,14400,2,10.0,2,0,8000,7.14,1,0.56,0,12
38,90000,0,5.0,1,0,25000,10.99,0,0.28,0,17
28,60000,0,12.0,4,1,6000,10.99,0,0.1,0,5
26,53000,0,9.0,5,0,8000,7.88,0,0.15,0,3
27,37000,3,3.0,1,2,8000,13.49,0,0.22,1,10
26,52992,3,6.0,2,0,12800,5.42,0,0.24,0,4
21,38000,3,5.0,1,1,12000,10.37,1,0.32,0,4
29,71000,2,13.0,3,0,14000,7.14,0,0.2,0,5
34,42000,3,3.0,0,3,2400,13.8,1,0.06,1,10
29,80000,2,0.0,5,2,24000,12.87,0,0.3,0,9
25,22260,0,9.0,4,0,6400,7.88,0,0.29,0,4
47,100000,0,4.0,1,1,2500,9.99,0,0.03,0,15
24,40000,3,5.0,0,0,10000,7.88,0,0.25,0,3
25,128000,0,4.0,2,1,10000,11.58,1,0.08,0,2
24,55000,3,2.0,2,2,9000,14.72,0,0.16,1,2
34,28800,3,0.0,0,5,2500,21.36,1,0.09,0,7
26,24000,0,5.0,4,1,8000,9.76,0,0.33,0,3
23,38000,0,5.0,1,1,8000,12.69,0,0.21,0,3
23,58000,2,4.0,3,1,15000,10.25,0,0.26,0,3
32,37965,3,3.0,4,0,10000,9.63,0,0.26,0,6
22,74500,0,6.0,5,2,8000,15.96,0,0.11,0,3
26,42000,3,3.0,4,1,3500,10.74,0,0.08,0,4
31,66000,0,8.0,5,0,4200,7.49,0,0.06,0,7
28,88365,3,9.0,1,3,12000,16.29,0,0.14,0,6
32,105000,3,15.0,1,1,3000,10.99,0,0.03,0,7
25,52000,3,4.0,1,1,15000,12.18,0,0.29,0,4
30,119700,0,2.0,2,0,9500,8.94,0,0.08,0,10
33,135000,2,0.0,4,0,6275,6.91,0,0.05,0,7
23,39000,3,3.0,0,3,8000,16.49,1,0.21,0,3
26,110000,0,9.0,4,2,20000,13.72,0,0.18,0,3
26,74000,0,5.0,0,0,10000,6.62,0,0.14,0,2
25,114996,0,7.0,0,2,5000,13.49,0,0.04,0,3
24,82800,0,0.0,5,1,12500,10.99,0,0.15,0,3
26,90000,3,10.0,3,1,20000,11.49,0,0.22,0,3
24,87996,0,1.0,4,1,7000,11.99,0,0.08,0,4
29,67000,0,13.0,2,0,10000,7.14,0,0.15,0,6
35,14400,2,2.0,0,1,5550,10.37,1,0.39,0,8
38,49000,0,10.0,0,1,7250,11.99,0,0.15,0,11
27,95000,0,11.0,0,2,18000,13.48,0,0.19,0,9
48,49000,3,2.0,1,3,6000,14.09,1,0.12,1,11
22,50004,0,0.0,1,0,12000,7.37,0,0.24,0,2
24,6000,3,0.0,4,0,1050,10.99,1,0.17,0,2
21,90000,3,3.0,1,1,4800,9.62,0,0.05,0,3
40,28000,3,2.0,5,2,5000,12.99,0,0.18,1,13
45,45000,0,14.0,1,0,14000,6.62,0,0.31,0,12
24,70000,3,8.0,5,4,10000,16.45,0,0.14,0,2
34,45000,0,1.0,0,2,3800,13.16,0,0.08,1,5
25,72000,0,9.0,1,1,14000,12.42,0,0.19,0,2
25,49713,0,7.0,0,1,12000,11.86,0,0.24,0,2
27,43000,3,11.0,3,1,10000,12.42,0,0.23,0,9
30,37600,3,2.0,3,2,15000,13.06,1,0.4,1,7
31,39996,0,3.0,5,1,9600,11.26,0,0.24,0,7
23,57000,3,6.0,2,3,3000,14.59,1,0.05,0,2
39,62000,2,3.0,4,0,7200,7.49,0,0.12,0,12
26,60000,3,1.0,4,1,12000,10.62,0,0.2,0,4
22,43200,3,2.0,1,0,8000,5.99,0,0.19,0,3
31,40000,0,5.0,2,0,14000,6.03,0,0.35,0,7
23,51400,3,2.0,4,1,10000,10.65,0,0.19,0,3
28,65000,3,12.0,5,3,10000,14.96,0,0.15,1,6
21,52000,3,0.0,1,1,9000,11.83,0,0.17,0,4
23,42000,3,0.0,1,1,2500,11.49,0,0.06,0,2
42,82000,3,10.0,5,3,12000,13.24,0,0.15,1,13
30,55000,3,14.0,0,2,15800,14.72,0,0.29,0,9
24,118068,3,0.0,0,1,4000,10.51,1,0.03,0,3
22,41600,2,4.0,1,1,12000,12.42,0,0.29,0,2
21,45000,0,0.0,0,0,6250,5.42,0,0.14,0,3
28,40000,3,12.0,0,1,12000,11.11,0,0.3,0,7
24,57996,3,4.0,2,3,5000,13.24,0,0.09,0,4
28,75000,3,3.0,1,1,23000,10.51,1,0.31,0,9
25,34000,3,6.0,5,0,5000,10.99,0,0.15,0,2
24,32000,3,1.0,3,0,12000,7.29,1,0.38,0,2
22,12240,3,1.0,4,3,1000,14.96,1,0.08,1,3
24,42200,3,5.0,0,0,4450,9.32,0,0.11,0,4
22,28500,3,2.0,2,3,6250,14.84,1,0.22,0,4
23,80000,3,5.0,4,0,10000,8.49,0,0.13,0,2
22,73000,0,5.0,0,2,22000,15.96,0,0.3,1,4
22,130000,0,6.0,4,2,3000,13.49,0,0.02,0,2
24,66996,0,5.0,1,1,10000,9.62,0,0.15,0,2
37,73000,3,21.0,0,3,14000,16.02,1,0.19,0,17
27,35000,3,0.0,1,0,12000,7.29,1,0.34,0,6
34,50000,2,0.0,5,0,16000,7.51,0,0.32,0,7
46,60000,0,1.0,1,2,5000,11.72,0,0.08,0,16
22,64312,0,4.0,5,3,5000,14.91,0,0.08,1,4
26,150000,3,3.0,3,1,7000,9.63,0,0.05,0,4
25,40000,0,6.0,3,2,5000,12.61,0,0.13,1,4
24,65000,0,8.0,0,1,6600,10.65,0,0.1,0,2
23,55000,3,3.0,1,3,19200,15.21,1,0.35,0,4
23,56100,0,5.0,3,2,18000,14.22,1,0.27,1,2
24,56400,3,0.0,1,4,4000,14.75,1,0.07,1,2
23,55000,0,7.0,3,0,2800,10.99,0,0.05,0,2
32,48750,3,5.0,0,2,3000,13.49,0,0.06,0,7
38,39500,3,4.0,3,2,5000,13.22,0,0.13,0,14
23,50000,0,2.0,4,1,4000,11.86,0,0.08,0,3
22,90888,0,5.0,1,2,13200,14.79,0,0.15,0,4
22,50004,3,2.0,0,0,4000,6.92,0,0.08,0,2
32,39314,3,16.0,0,2,3000,15.23,1,0.08,0,7
26,88000,3,2.0,5,3,25000,15.65,1,0.28,0,3
23,66000,3,1.0,1,2,14000,12.99,0,0.21,0,3
22,46610,3,6.0,0,1,18000,10.71,1,0.39,0,3
39,80000,0,0.0,2,2,19800,13.23,0,0.25,1,13
22,61000,0,6.0,3,2,12000,13.49,0,0.2,0,4
35,60000,2,9.0,4,1,24000,12.53,0,0.4,0,9
23,49000,3,6.0,0,0,6000,7.9,0,0.12,0,3
24,72000,0,8.0,1,2,14000,14.65,1,0.19,0,4
33,57600,0,3.0,2,0,17000,7.66,0,0.3,0,8
33,47360,3,5.0,4,3,4500,15.58,0,0.1,0,5
22,30900,3,3.0,5,1,5000,10.0,0,0.16,0,2
26,76250,3,6.0,0,1,10000,10.71,0,0.13,0,3
24,45000,0,2.0,5,0,9050,6.62,0,0.2,0,4
25,40000,3,9.0,3,3,5600,14.61,0,0.14,1,4
24,73600,0,7.0,2,1,24000,11.36,0,0.33,0,2
30,57996,3,2.0,2,2,8400,12.98,0,0.14,0,7
25,49500,3,6.0,4,2,24750,14.22,1,0.5,0,3
23,85000,0,6.0,1,1,10000,10.99,0,0.12,0,2
45,28320,3,1.0,3,1,3000,10.99,0,0.11,0,11
23,78000,3,7.0,0,0,10000,5.79,0,0.13,0,3
32,108000,0,5.0,5,1,12000,11.49,0,0.11,0,10
34,75000,0,2.0,0,2,8400,10.99,0,0.11,1,8
23,41600,0,7.0,1,2,7000,13.43,0,0.17,0,3
25,48000,0,3.0,3,2,1400,14.79,0,0.03,1,4
35,133000,0,3.0,2,3,15000,16.77,0,0.11,0,7
26,60000,0,3.0,4,0,11500,7.88,0,0.19,0,2
26,60000,3,0.0,4,0,5000,7.14,0,0.08,0,2
30,42000,3,4.0,3,2,10000,16.11,0,0.24,0,9
25,129600,0,0.0,4,1,3000,11.12,0,0.02,0,3
21,18008,3,1.0,3,1,3000,9.7,1,0.17,0,2
28,48000,3,9.0,1,0,2000,7.68,0,0.04,0,7
22,38400,3,5.0,1,1,4000,10.59,0,0.1,0,3
32,42000,2,15.0,3,1,1800,10.2,0,0.04,0,9
27,57500,3,0.0,3,0,5000,10.99,0,0.09,0,6
38,65000,0,7.0,3,2,10000,13.49,0,0.15,0,12
23,40000,3,3.0,1,1,8000,11.49,0,0.2,0,3
26,48000,0,2.0,1,0,5000,8.49,0,0.1,0,4
21,50000,3,1.0,0,0,10000,6.99,0,0.2,0,4
33,90000,3,0.0,0,0,12000,6.03,0,0.13,0,6
28,65000,0,5.0,3,2,4500,15.96,0,0.07,1,9
22,38000,3,0.0,1,0,5000,7.29,0,0.13,0,3
39,56000,3,0.0,0,4,4800,16.7,1,0.09,1,12
25,70000,3,0.0,1,1,12000,11.99,0,0.17,0,2
23,45000,3,6.0,5,1,1600,10.08,0,0.04,0,4
24,38000,0,3.0,0,1,16000,10.99,0,0.42,0,2
23,85000,3,2.0,4,2,16000,14.27,0,0.19,0,2
34,90000,3,15.0,5,1,15000,11.12,0,0.17,0,5
22,31200,3,3.0,1,1,3000,11.86,0,0.1,0,4
31,35000,3,6.0,3,2,11700,13.06,1,0.33,0,9
22,74000,0,4.0,4,3,15000,15.05,1,0.2,0,3
47,47000,0,9.0,3,0,7500,6.62,0,0.16,0,13
48,70000,0,31.0,2,3,9000,14.54,0,0.13,0,17
41,120000,0,8.0,3,1,20000,10.25,0,0.17,0,11
24,50000,3,0.0,1,2,15000,13.49,0,0.3,1,4
31,60000,3,4.0,1,0,15000,8.49,0,0.25,0,9
30,41000,3,0.0,4,0,7200,7.49,0,0.18,0,5
39,24000,2,0.0,2,0,3000,7.74,0,0.13,0,11
22,54000,0,0.0,1,1,4000,11.14,1,0.07,0,3
24,26400,3,2.0,3,1,6400,10.37,0,0.24,0,3
23,37700,0,7.0,0,0,10000,9.63,1,0.27,0,3
22,72000,3,0.0,3,0,8000,7.9,0,0.11,0,4
32,52800,0,2.0,2,0,24000,7.51,0,0.45,0,10
22,50000,3,0.0,0,1,13000,12.42,0,0.26,0,2
32,108000,0,11.0,5,2,20000,12.53,0,0.19,1,10
40,75996,0,0.0,3,2,3600,12.87,0,0.05,0,11
25,59623,0,9.0,3,1,3400,10.99,1,0.05,0,2
25,146990,0,0.0,5,1,28000,10.99,0,0.19,0,3
44,76000,0,3.0,2,2,3600,14.79,0,0.05,1,12
34,28704,3,0.0,3,0,7000,9.32,0,0.24,0,10
31,139016,3,5.0,5,3,25000,15.37,1,0.18,1,8
39,66000,0,21.0,2,4,2000,18.39,1,0.03,0,12
22,62050,0,1.0,3,2,2000,13.35,1,0.03,1,4
23,25000,3,3.0,3,1,5600,11.11,0,0.22,0,4
35,60000,0,5.0,2,1,9000,12.42,0,0.15,0,7
43,60000,3,2.0,1,3,10000,13.24,1,0.17,1,15
29,68004,3,2.0,1,2,2500,12.99,0,0.04,1,9
24,80004,2,8.0,2,1,25000,10.36,0,0.31,0,3
28,58650,0,5.0,3,3,20000,14.91,1,0.29,1,10
24,25000,3,6.0,0,2,3200,13.11,1,0.13,0,4
26,67000,3,6.0,1,2,2000,10.99,0,0.03,0,4
24,100800,0,8.0,3,1,10800,10.75,0,0.11,0,4
28,35000,3,2.0,3,2,4800,13.49,0,0.14,0,5
25,47000,0,9.0,1,0,12000,6.62,1,0.26,0,2
37,38000,3,4.0,4,3,6000,15.33,0,0.16,1,16
23,105999,0,6.0,1,1,8550,9.88,0,0.08,0,2
27,95000,0,6.0,4,2,15000,12.68,0,0.16,0,9
22,50000,2,3.0,1,0,5000,7.29,0,0.1,0,4
27,126000,0,11.0,4,0,5500,7.51,0,0.04,0,9
25,42360,3,1.0,1,4,25000,16.35,1,0.59,1,3
43,28000,0,4.0,2,3,6250,10.99,1,0.22,1,13
36,27600,3,0.0,1,1,1000,11.49,0,0.04,0,12
32,80000,0,14.0,0,0,15350,8.49,0,0.19,0,7
27,80000,3,3.0,0,1,4000,12.69,0,0.05,0,8
25,60000,2,8.0,5,1,14000,11.12,0,0.23,0,2
32,115000,3,16.0,2,1,17000,11.12,0,0.15,0,6
25,66000,3,9.0,5,3,25000,15.33,1,0.38,1,2
26,53000,0,10.0,3,2,11500,14.65,0,0.22,0,4
29,77367,2,12.0,1,0,1000,7.37,0,0.01,0,9
24,75000,0,8.0,4,1,1200,11.49,0,0.02,0,2
31,100000,3,5.0,5,0,10000,10.99,0,0.1,0,8
23,52000,3,5.0,1,2,8000,13.22,0,0.15,1,4
24,39996,3,2.0,1,0,1000,7.49,0,0.03,0,3
25,47000,3,6.0,5,1,6000,11.71,0,0.13,0,2
22,27000,3,3.0,0,0,2800,7.51,1,0.1,0,3
22,84600,0,4.0,4,0,6000,10.99,0,0.07,0,4
28,66920,3,12.0,3,2,5000,14.26,0,0.07,0,6
26,113000,0,2.0,3,1,3200,10.99,0,0.03,0,3
24,101900,0,0.0,5,0,13600,6.62,0,0.13,0,3
25,60000,3,9.0,4,3,6000,14.54,0,0.1,1,3
25,40000,2,0.0,1,1,8000,10.38,0,0.2,0,4
24,51500,3,8.0,1,0,15000,8.49,0,0.29,0,2
41,58000,0,6.0,0,2,5200,12.87,0,0.09,0,11
27,100000,3,7.0,3,1,14000,10.62,0,0.14,0,8
25,43000,3,9.0,3,2,4000,12.99,0,0.09,0,4
31,34000,3,0.0,3,0,7500,8.94,0,0.22,0,8
24,38000,3,2.0,1,2,3000,13.06,0,0.08,0,4
24,34132,3,0.0,1,1,12000,10.62,1,0.35,0,3
24,45000,3,3.0,3,3,2850,11.86,0,0.06,0,2
24,102400,3,8.0,4,1,25000,10.36,0,0.24,0,3
23,85000,0,7.0,1,0,5275,7.43,0,0.06,0,3
27,18000,3,3.0,1,1,8000,10.75,1,0.44,0,10
28,79701,3,11.0,4,2,20000,13.92,0,0.25,0,7
24,65000,3,1.0,3,1,6400,9.99,0,0.1,0,3
23,97583,0,7.0,3,3,6950,13.67,1,0.06,0,2
26,35000,0,0.0,3,0,8000,5.42,0,0.23,0,2
26,59000,3,3.0,3,3,12000,10.99,1,0.2,0,4
33,36000,0,17.0,4,1,6250,12.69,0,0.17,0,6
25,60000,3,3.0,5,2,3000,13.47,1,0.05,1,3
22,35000,0,6.0,4,2,7500,11.34,0,0.21,1,2
26,48000,3,0.0,0,1,13000,11.26,0,0.27,0,3
35,105000,3,6.0,5,1,24000,9.25,0,0.23,0,7
22,54000,3,4.0,1,4,5000,16.35,1,0.09,1,3
26,102000,0,3.0,0,1,20000,11.36,0,0.2,0,4
24,120000,3,5.0,3,0,15000,10.99,0,0.13,0,3
31,84996,0,1.0,5,0,2500,8.49,0,0.03,0,10
23,54000,0,3.0,5,3,4000,15.62,1,0.07,0,3
24,75000,0,7.0,4,1,15000,11.58,0,0.2,0,3
43,47000,2,2.0,5,0,10000,7.88,0,0.21,0,16
22,46000,3,4.0,4,0,11000,7.49,0,0.24,0,4
23,34482,3,7.0,4,1,7000,10.99,0,0.2,0,4
24,65000,3,0.0,1,1,3600,10.59,0,0.06,0,2
21,58000,0,3.0,1,0,4500,6.92,0,0.08,0,4
27,96000,3,7.0,2,1,7500,9.83,0,0.08,0,10
32,122004,0,13.0,2,0,10000,8.59,0,0.08,0,9
22,60000,0,5.0,5,0,5600,7.49,0,0.09,0,3
27,75000,2,11.0,2,2,6000,13.47,0,0.08,0,7
26,100000,0,0.0,0,2,17000,13.61,0,0.17,1,3
24,39996,3,1.0,3,2,7000,13.11,0,0.18,0,3
26,88000,0,6.0,1,2,7700,14.79,1,0.09,1,4
22,73000,0,6.0,3,0,5000,7.49,0,0.07,0,2
26,57000,0,10.0,5,0,14000,5.42,0,0.25,0,4
25,63000,0,3.0,4,2,3000,13.47,0,0.05,1,2
37,52000,3,21.0,2,1,10000,11.71,0,0.19,0,14
24,56000,0,4.0,2,2,19125,13.99,0,0.34,1,3
25,30000,3,8.0,4,3,1600,16.29,0,0.05,0,3
23,50000,3,8.0,3,1,5825,10.65,0,0.12,0,2
36,54000,0,5.0,3,0,5000,10.99,0,0.09,0,16
22,45000,3,6.0,2,2,10000,15.96,1,0.22,0,2
29,19200,2,7.0,5,0,6000,10.99,1,0.31,0,5
35,19200,3,0.0,5,0,3500,9.32,1,0.18,0,6
22,62000,0,2.0,1,0,10000,5.99,0,0.16,0,4
24,150000,3,8.0,5,1,5000,10.99,0,0.03,0,4
28,40000,0,9.0,0,1,19200,9.91,0,0.48,0,6
32,45000,3,0.0,1,1,5600,11.36,0,0.12,0,10
43,36480,3,0.0,4,1,18000,11.71,1,0.49,0,16
35,51000,3,5.0,1,2,5000,12.98,0,0.1,1,10
22,91200,2,6.0,4,1,5000,11.48,0,0.05,0,2
30,53196,3,14.0,4,0,3000,7.66,0,0.06,0,5
30,55000,0,0.0,1,3,12000,13.55,0,0.22,0,5
30,38400,3,2.0,4,1,9800,11.48,0,0.26,0,5
24,69600,3,2.0,4,0,10000,8.38,0,0.14,0,2
32,60000,3,2.0,4,1,6000,11.36,0,0.1,0,8
24,47000,0,5.0,0,2,10000,13.79,0,0.21,1,4
26,26400,0,10.0,0,2,8500,13.23,0,0.32,0,4
25,58000,0,8.0,2,2,17500,13.11,0,0.3,1,4
31,88000,0,10.0,0,1,7000,9.2,0,0.08,0,10
23,55000,3,0.0,1,1,10000,10.59,0,0.18,0,2
42,64464,0,13.0,3,4,30000,19.03,1,0.4,0,17
28,66000,3,12.0,0,3,10000,15.7,1,0.15,0,5
27,111000,3,11.0,4,0,28000,7.9,0,0.25,0,8
22,22800,0,0.0,1,0,3000,8.94,0,0.13,0,2
23,60000,3,3.0,4,0,12000,9.63,0,0.2,0,2
28,78000,3,12.0,2,6,24625,18.36,1,0.32,0,5
24,63582,0,3.0,2,2,14000,13.85,1,0.22,0,3
25,57504,3,2.0,2,0,16500,9.32,1,0.29,0,3
26,24000,0,5.0,4,2,2100,13.11,0,0.09,0,3
26,28800,3,0.0,2,3,13000,14.46,1,0.45,0,2
23,72000,0,7.0,3,2,8000,13.61,0,0.11,1,2
23,47840,3,7.0,3,1,12000,12.69,0,0.25,0,4
22,137000,0,3.0,3,1,25000,9.99,0,0.18,0,4
24,145000,0,0.0,2,1,7000,10.99,0,0.05,0,3
21,72000,0,5.0,0,0,24000,7.49,0,0.33,0,3
24,50000,3,0.0,5,1,7200,11.71,0,0.14,0,2
24,80155,3,8.0,3,5,5000,10.99,1,0.05,0,3
22,42000,2,2.0,5,0,9000,7.66,0,0.21,0,2
23,27996,2,1.0,4,3,4800,15.99,0,0.17,1,2
27,75800,3,0.0,1,0,2475,6.54,0,0.03,0,8
21,30000,0,0.0,1,1,2400,11.71,0,0.08,0,3
25,90000,0,9.0,2,1,18000,9.91,0,0.2,0,2
24,19200,3,2.0,3,2,2000,13.49,0,0.1,0,4
27,47000,0,11.0,0,6,7750,10.99,1,0.16,0,7
37,42000,3,0.0,3,0,12000,10.99,0,0.29,0,14
31,30000,0,2.0,4,0,2000,7.9,0,0.07,0,10
35,37000,3,2.0,4,1,6000,9.99,1,0.16,0,7
28,58200,0,8.0,4,1,4500,11.12,0,0.08,0,7
22,60000,0,6.0,1,1,3950,10.65,0,0.07,0,2
22,36000,3,7.0,4,1,4200,10.99,0,0.12,0,4
23,24000,2,0.0,1,0,7000,7.14,0,0.29,0,3
27,75000,3,2.0,0,2,15000,14.35,0,0.2,0,5
25,55000,3,3.0,0,2,5000,10.99,0,0.09,1,4
34,25200,3,0.0,4,2,3750,12.99,0,0.15,1,6
37,42000,3,3.0,5,0,3000,7.51,0,0.07,0,13
32,55000,0,14.0,2,1,16000,10.59,1,0.29,0,7
36,50000,3,4.0,4,3,8000,17.49,0,0.16,1,14
21,16000,3,5.0,5,1,6000,9.63,1,0.38,0,3
24,63000,3,2.0,1,0,5000,9.32,0,0.08,0,4
31,36996,3,5.0,4,0,8000,7.49,0,0.22,0,6
23,26000,0,3.0,0,1,7800,10.59,0,0.3,0,4
35,98320,0,15.0,4,1,10425,11.49,0,0.11,0,9
26,75000,0,6.0,2,2,29700,12.99,0,0.4,1,4
30,90000,0,7.0,0,0,4800,8.9,1,0.05,0,5
23,42000,3,0.0,3,1,10000,10.99,0,0.24,0,4
23,70200,0,3.0,3,0,5000,7.14,0,0.07,0,2
23,40000,0,7.0,1,1,3500,12.21,0,0.09,0,3
26,70000,0,1.0,3,2,7000,14.26,0,0.1,1,4
24,33996,0,8.0,5,3,4000,14.91,0,0.12,1,2
24,50000,3,2.0,5,2,4800,13.22,0,0.1,0,4
22,83600,2,6.0,5,2,7500,13.11,0,0.09,1,4
26,78000,3,6.0,1,2,18000,13.49,0,0.23,0,2
23,98000,3,5.0,0,0,3500,8.07,0,0.04,0,3
30,94000,0,13.0,1,2,10000,14.27,0,0.11,0,6
35,84000,0,0.0,0,2,20000,11.54,1,0.24,1,6
26,50000,3,1.0,5,1,12000,10.99,0,0.24,0,4
36,39600,0,17.0,1,3,1800,14.09,1,0.05,1,17
42,29000,3,1.0,4,3,5000,16.49,1,0.17,1,13
31,40000,3,3.0,3,1,2000,10.37,0,0.05,0,7
23,55812,0,4.0,3,1,21825,11.36,0,0.39,0,2
30,40750,3,2.0,0,3,3000,15.28,1,0.07,0,10
27,100000,3,11.0,3,1,5000,12.42,0,0.05,0,8
44,67000,3,3.0,0,2,10000,11.66,0,0.15,1,15
31,36000,0,5.0,5,0,6000,6.99,0,0.17,0,9
29,44400,3,2.0,2,3,12000,15.99,1,0.27,0,5
25,46800,3,5.0,1,2,12000,13.11,1,0.26,0,4
22,45000,0,6.0,5,0,5000,7.49,0,0.11,0,4
26,56000,3,10.0,2,1,10000,12.69,1,0.18,0,2
25,45996,2,0.0,2,0,3850,10.99,0,0.08,0,2
23,60000,0,6.0,5,0,10000,5.42,0,0.17,0,4
